LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Individual Spayed Female,MIXED,WHITE/BLACK/BROWN,DAISEY MAE,15202,2018,2/14/2018 11:33
Dog Individual Female,AM PITT BULL MIX,TAN,LU LU,15147,2018,2/14/2018 11:33
Dog Individual Neutered Male,HOUND MIX,BROWN/TAN,HEATH,15102,2018,2/14/2018 11:33
Dog Individual Spayed Female,MIXED,CREAM,CHLOE,15234,2018,2/14/2018 11:33
Dog Individual Spayed Female,MIXED,CREAM,CAMI,15234,2018,2/14/2018 11:33
Dog Individual Neutered Male,POMERANIAN,RED,RUSTY,15235,2018,2/14/2018 11:09
Dog Individual Male,PUG,BROWN,JACOBY,15106,2018,2/14/2018 11:33
Dog Individual Spayed Female,SHIH TZU,GREY,BELLA,15147,2018,2/14/2018 11:33
Dog Individual Neutered Male,TAG,WHITE,SPARTICUS,15147,2018,2/14/2018 11:33
Dog Individual Spayed Female,YORKSHIRE TERRIER,WHITE/GREY,BINDI,15147,2018,2/14/2018 11:33
Dog Individual Spayed Female,COLLIE MIX,WHITE/BLACK/BROWN,LASSIE,15236,2018,2/14/2018 11:09
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,JASPER,15237,2018,2/14/2018 11:33
Dog Senior Citizen or Disability Male,AIREDALE TERRIER,BLACK/BROWN,HARLEY,15140,2018,2/14/2018 11:33
Dog Individual Spayed Female,AM STAFF TERRIER,RED,JEWELS CALHOUN,15084,2018,2/14/2018 11:33
Dog Individual Neutered Male,MIXED,BLACK,ROONEY,15220,2018,2/14/2018 11:09
Dog Individual Spayed Female,MIXED,WHITE/YELLOW,D.O.G.,15227,2018,2/14/2018 11:33
Dog Individual Female,SIB HUSKY,WHITE/BROWN,BONES,15227,2018,2/14/2018 11:33
Dog Individual Female,ENG BULLDOG,WHITE,KISSAH,15132,2018,2/14/2018 11:33
Dog Individual Male,CHINESE SHAR-PEI,BROWN,SLUGGER,15132,2018,2/14/2018 11:33
Dog Individual Spayed Female,LHASA APSO,BLACK WITH WHITE,MYA,15132,2018,2/14/2018 11:33
Dog Individual Spayed Female,WELSH SPRINGER SPAN,OTHER,SOPHIA,15106,2018,2/14/2018 11:33
Dog Individual Neutered Male,PUG,FAWN,ROCKY,15122,2018,2/14/2018 11:33
Dog Individual Neutered Male,MIXED,WHITE/BLACK,APOLLO,15122,2018,2/14/2018 11:33
Dog Individual Spayed Female,TAG,BLACK,STELLA,15136,2018,2/14/2018 11:33
Dog Individual Spayed Female,GER SHEPHERD MIX,BROWN,BAILEY,15024,2018,2/14/2018 11:33
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,BOB BARKER,15139,2018,2/14/2018 11:33
Dog Individual Neutered Male,COCKER SPANIEL,BUFF,MURPHY,15147,2018,2/14/2018 11:33
Dog Individual Neutered Male,SHIH TZU,BROWN,CHEWY,15235,2018,2/14/2018 11:33
Dog Individual Spayed Female,OTHER,SPOTTED,SOSIE,15024,2018,2/14/2018 11:33
Dog Individual Spayed Female,GER SHEPHERD,BLACK/TAN,BABYGIRL,15084,2018,2/14/2018 11:33
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,ZORRO,15101,2018,2/14/2018 11:33
Dog Individual Neutered Male,PUGGLE,BROWN,HERBIE,15101,2018,2/14/2018 11:33
Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,REMINGTON,15101,2018,2/14/2018 11:33
Dog Individual Spayed Female,GOLDENDOODLE,TAN,SADIE,15237,2018,2/14/2018 11:33
Dog Individual Male,SIB HUSKY MIX,WHITE/BLACK/BROWN,KOVU,15131,2018,2/14/2018 11:35
Dog Individual Neutered Male,LAB MIX,BLACK,GRADY,15235,2018,2/14/2018 15:15
Dog Individual Neutered Male,LABRADOR RETRIEVER,BROWN,CHARLLIE,15235,2018,2/14/2018 15:15
Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE/BLACK,THIEF,15132,2018,2/14/2018 15:15
Dog Individual Spayed Female,MALTESE MIX,WHITE,DAISY,15135,2018,2/14/2018 15:15
Dog Senior Citizen or Disability Spayed Female,POODLE TOY,BLACK/SILVER,TRIXIE,15143,2018,2/14/2018 15:15
Dog Senior Citizen or Disability Spayed Female,MIXED,SPOTTED,MAMA MIA,15126,2018,2/14/2018 15:15
Dog Senior Citizen or Disability Spayed Female,PARSON RUSSELL TERR,WHITE/BLACK/BROWN,ALLY,15028,2018,2/14/2018 15:15
Dog Individual Neutered Male,W HGHLND WH TERRIER,WHITE,CHESTER,15108,2018,2/14/2018 15:15
Dog Individual Female,YORKSHIRE TERRIER,BLACK/TAN,CHELSEA,15108,2018,2/14/2018 15:15
Dog Individual Spayed Female,COLLIE MIX,MERLE,LOLA,15229,2018,2/14/2018 15:15
Dog Individual Neutered Male,AUS SHEPHERD,MULTI,KOBI,15229,2018,2/14/2018 15:15
Dog Individual Spayed Female,LAB MIX,BLACK/BROWN,SHEBA,15132,2018,2/14/2018 15:15
Dog Individual Neutered Male,MIXED,WHITE/BLACK,GUS,15132,2018,2/14/2018 15:15
Dog Individual Spayed Female,AM PIT BULL TERRIER,WHITE/BEIGE,SHEBA,15132,2018,2/14/2018 15:15
Dog Individual Neutered Male,PUG,BLACK,AUGGIE,15044,2018,2/14/2018 15:15
Dog Individual Spayed Female,PUGGLE,BLACK/BROWN,JULES,15044,2018,2/14/2018 15:15
Dog Individual Neutered Male,SHIH TZU,WHITE/BLACK,ZEUS,15227,2018,2/14/2018 15:15
Dog Individual Neutered Male,DACHSHUND,WHITE/BROWN,RASCAL,15228,2018,2/14/2018 15:15
Dog Senior Citizen or Disability Spayed Female,POMERANIAN,WHITE/BROWN,TANGO,15025,2018,2/14/2018 15:15
Dog Senior Citizen or Disability Neutered Male,POODLE TOY,APRICOT,BEAU,15102,2018,2/14/2018 15:15
Dog Individual Spayed Female,MIXED,BLACK/BROWN,TAGHA,15071,2018,2/14/2018 15:15
Dog Individual Spayed Female,YORKSHIRE TERR MIX,BLACK/TAN,DAISY,15044,2018,2/14/2018 14:26
Dog Individual Male,GREAT PYRENEES,WHITE/BROWN,BEAR,15057,2018,2/14/2018 15:15
Dog Individual Female,GREAT PYRENEES,WHITE/BROWN,SIERRA,15057,2018,2/14/2018 15:15
Dog Individual Spayed Female,DACHSHUND MIX,BLACK/BROWN/GREY,BRANDY,15037,2018,2/14/2018 14:26
Dog Individual Neutered Male,POMERANIAN,BROWN,BRAD,15063,2018,2/14/2018 14:26
Dog Individual Male,GER SHEPHERD,BLACK/TAN,HERCULES,15063,2018,2/14/2018 14:26
Dog Individual Neutered Male,AUS SHEPHERD,WHITE/BLACK,DINGO,16046,2018,2/14/2018 15:15
Dog Senior Citizen or Disability Neutered Male,COCKER SPANIEL,BLACK,BENGI,15137,2018,2/14/2018 15:15
Dog Individual Neutered Male,TAG,BUFF,LEO,15147,2018,2/14/2018 15:15
Dog Individual Spayed Female,POMERANIAN,TAN,BELLA,15132,2018,2/14/2018 16:22
Dog Individual Neutered Male,SHIH TZU,WHITE,BISCUIT,15106,2018,2/14/2018 15:15
Dog Individual Male,SCHNAUZER MIN,BLACK,GORDIE,15065,2018,2/14/2018 15:15
Dog Individual Male,GOLDENDOODLE,BLONDE,COOPER,15065,2018,2/14/2018 15:15
Dog Individual Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN,GENO,15065,2018,2/14/2018 15:15
Dog Individual Spayed Female,BOXER MIX,BROWN,DUTCHESS,15235,2018,2/14/2018 15:15
Dog Individual Neutered Male,POMERANIAN,BROWN,BRAD,15063,2018,2/14/2018 14:26
Dog Individual Spayed Female,SHETLAND SHEEPDOG,WHITE/BLACK/BROWN,GABRIELLE,15146,2018,2/14/2018 16:22
Dog Individual Spayed Female,BOSTON TERRIER,WHITE/BLACK/BROWN,SOPHIA,15146,2018,2/14/2018 16:22
Dog Individual Female,ENGLISH MASTIFF,BRINDLE,ANGEL,15143,2018,2/14/2018 14:26
Dog Individual Male,LABRADOR RETRIEVER,GREY,DUSTY,15143,2018,2/14/2018 14:26
Dog Individual Female,LABRADOR RETRIEVER,RED,RUBY,15143,2018,2/14/2018 14:26
Dog Individual Neutered Male,AUS SHEPHERD,GOLD,JACKSON,15214,2018,2/14/2018 16:22
Dog Individual Spayed Female,BEAGLE,WHITE/BLACK/BROWN,WESSON,15104,2018,2/14/2018 16:22
Dog Individual Male,LABRADOR RETRIEVER,YELLOW,LOUIE,15214,2018,2/14/2018 14:00
Dog Individual Male,CHIHUAHUA MIX,WHITE/TAN,JACK WERNER,15214,2018,2/14/2018 14:00
Dog Individual Spayed Female,LAB MIX,BLONDE,MIA,15084,2018,2/14/2018 14:26
Dog Individual Spayed Female,SIB HUSKY MIX,WHITE/GREY,AVA,15221,2018,2/14/2018 16:22
Dog Individual Spayed Female,GER SHEPHERD MIX,BROWN,RYLEE,15084,2018,2/14/2018 14:26
Dog Individual Spayed Female,COLLIE MIX,BROWN,MINX,15227,2018,2/14/2018 14:00
Dog Individual Neutered Male,AUS SHEPHERD,TRI-COLOR,BUDDY,15241,2018,2/14/2018 14:00
Dog Senior Citizen or Disability Spayed Female,SIB HUSKY MIX,WHITE/GREY,AVA,15221,2018,2/14/2018 16:22
Dog Individual Neutered Male,MALTESE,WHITE,JACK,15235,2018,2/14/2018 14:00
Dog Senior Citizen or Disability Spayed Female,MIXED,BLACK,ONXY BLU,15221,2018,2/14/2018 14:00
Dog Senior Citizen or Disability Neutered Male,SHIH TZU,WHITE/BLACK,PATCHES QUINN,15221,2018,2/14/2018 14:00
Dog Individual Neutered Male,TAG,BLACK,SPARKY,15071,2018,2/14/2018 14:00
Dog Senior Citizen or Disability Spayed Female,COLLIE,WHITE/BLACK/BROWN,SOPHIE,15108,2018,2/14/2018 14:00
Dog Senior Citizen or Disability Neutered Male,SIB HUSKY MIX,WHITE,BEAU,15205,2018,2/14/2018 14:00
Dog Individual Male,LAB MIX,BLACK,KODA,15065,2018,2/14/2018 14:26
Dog Senior Citizen or Disability Neutered Male,LAB MIX,BLACK WITH WHITE,SAM,15205,2018,2/14/2018 14:00
Dog Individual Spayed Female,MORKIE,WHITE,CUPCAKE,15136,2018,2/14/2018 14:00
Dog Individual Spayed Female,AM PITT BULL MIX,BROWN/TAN,BELLA,15120,2018,2/14/2018 14:00
Dog Individual Female,LABRADOODLE,CREAM,CANNOLI,15236,2018,2/15/2018 8:43
Dog Individual Neutered Male,SHETLAND SHEEPDOG,WHITE/BLACK,CLYDE,15236,2018,2/15/2018 8:43
Dog Individual Male,LABRADOR RETRIEVER,BLACK,ROCKY,15237,2018,2/14/2018 14:00
Dog Individual Spayed Female,SIB HUSKY,WHITE/BLACK/BROWN,MOMO,15106,2018,2/15/2018 8:43
Dog Senior Citizen or Disability Spayed Female,AM PIT BULL TERRIER,WHITE/BLACK/BROWN,CLARE ROSE,15132,2018,2/15/2018 8:43
Dog Senior Citizen or Disability Spayed Female,BORD COLLIE,BLACK WITH WHITE,TIMBER,15235,2018,2/15/2018 8:43
Dog Individual Spayed Female,DACHSHUND,BLACK,BERT,15237,2018,2/14/2018 16:22
Dog Individual Spayed Female,GOLDENDOODLE,WHITE,FINLEY,15237,2018,2/15/2018 8:43
Dog Senior Citizen or Disability Spayed Female,SHIH TZU,WHITE/BLACK,NICKI,15076,2018,2/14/2018 14:26
Dog Individual Male,MIXED,BROWN,GUNNER,15037,2018,2/15/2018 8:43
Dog Senior Citizen or Disability Neutered Male,SHIH TZU,BEIGE,BAILEY,15076,2018,2/14/2018 14:26
Dog Individual Neutered Male,FRENCH BULLDOG,BLACK WITH WHITE,GRAVY,15228,2018,2/14/2018 14:00
Dog Individual Neutered Male,SIB HUSKY,WHITE/BLACK/BROWN,OOKLA,15106,2018,2/15/2018 8:43
Dog Individual Male,HAVANESE,BLACK,VADER,15220,2018,2/15/2018 8:43
Dog Individual Male,LABRADOR RETRIEVER,BLACK,BAILEY,15239,2018,2/14/2018 14:26
Dog Individual Neutered Male,HAVANESE,BLACK,VADER,15220,2018,2/15/2018 8:43
Dog Senior Citizen or Disability Neutered Male,W HGHLND WH TERRIER,WHITE,TEDDY,15102,2018,2/15/2018 8:43
Dog Senior Citizen or Disability Neutered Male,BICHON FRISE,WHITE,SIDNEY,15102,2018,2/15/2018 8:43
Dog Individual Neutered Male,LAB MIX,TAN,WILLY,15227,2018,2/14/2018 14:00
Dog Individual Neutered Male,AM PIT BULL TERRIER,BRINDLE,LOUIE,15108,2018,2/14/2018 16:22
Dog Senior Citizen or Disability Spayed Female,W HGHLND WH TERRIER,WHITE,MOLLY,15102,2018,2/15/2018 8:43
Dog Senior Citizen or Disability Spayed Female,GOLDENDOODLE,WHITE,MAIZIE,15102,2018,2/15/2018 8:43
Dog Individual Spayed Female,TAG,BRINDLE,DAISY,15237,2018,2/15/2018 8:43
Dog Individual Neutered Male,AKITA,FAWN,RAIKO,15237,2018,2/14/2018 14:26
Dog Senior Citizen or Disability Spayed Female,TAG,BRINDLE,DOLLY,15237,2018,2/15/2018 8:43
Dog Senior Citizen or Disability Spayed Female,TAG,BRINDLE,DAISY,15237,2018,2/15/2018 8:43
Dog Individual Male,CHIHUAHUA,WHITE,LIL BIT,15145,2018,2/14/2018 14:00
Dog Individual Male,GER SHEPHERD,BLACK/BROWN,ROCK STAR,15143,2018,2/14/2018 16:22
Dog Individual Female,POMERANIAN,WHITE,BELLA,15143,2018,2/14/2018 16:22
Dog Senior Citizen or Disability Spayed Female,YORKSHIRE TERR MIX,BLACK/BROWN,GIGI,15071,2018,2/14/2018 14:00
Dog Individual Spayed Female,CHIHUAHUA,FAWN,DAISY,15205,2018,2/15/2018 8:43
Dog Individual Male,GREAT PYRENEES,WHITE/BROWN,KANE,15057,2018,2/14/2018 16:22
Dog Senior Citizen or Disability Spayed Female,TAG,WHITE,BAILEY,15241,2018,2/14/2018 14:26
Dog Individual Female,GREAT PYRENEES,WHITE/BROWN,SADIE,15057,2018,2/14/2018 16:22
Dog Senior Citizen or Disability Neutered Male,LABRADOR RETRIEVER,BLACK,FRANK,15241,2018,2/14/2018 14:26
Dog Individual Neutered Male,GREAT PYRENEES,WHITE/BROWN,TITAN,15057,2018,2/14/2018 16:22
Dog Senior Citizen or Disability Neutered Male,LAB MIX,BLACK,BEAU,15241,2018,2/14/2018 14:26
Dog Senior Citizen or Disability Spayed Female,MORKIE,WHITE/BROWN,MIA,15241,2018,2/14/2018 14:26
Dog Individual Neutered Male,YORKSHIRE TERRIER,GREY,PEANUT,15017,2018,2/14/2018 16:22
Dog Individual Spayed Female,BORD COLLIE,RED,NOODLES,15102,2018,2/15/2018 8:43
Dog Individual Spayed Female,MIXED,WHITE/BLACK,SUKI,15236,2018,2/15/2018 8:43
Dog Individual Male,ENG SETTER,SPOTTED,MILO,15238,2018,2/14/2018 14:26
Dog Senior Citizen or Disability Spayed Female,BOXER MIX,WHEATON,FIONA,15205,2018,2/15/2018 8:43
Dog Individual Spayed Female,JACK RUSSEL TERRIER,WHITE/BLACK/BROWN,ROXIE PAYNE,15139,2018,2/14/2018 14:26
Dog Senior Citizen or Disability Neutered Male,BOXER MIX,BLACK WITH WHITE,TIPPY,15132,2018,2/14/2018 15:15
Dog Individual Spayed Female,LAB MIX,BLACK,SABRINA,15243,2018,2/14/2018 15:15
Dog Individual Male,MIXED,WHITE/BLACK,BANDIT,15037,2018,2/14/2018 15:15
Dog Individual Neutered Male,TAG,BLACK,BROOKS,15237,2018,2/14/2018 15:15
Dog Individual Neutered Male,CHIHUAHUA,WHITE/BLACK,BUZZ,15037,2018,2/14/2018 15:15
Dog Individual Male,COTON DE TULEAR,WHITE,TEDDY,15037,2018,2/14/2018 15:15
Dog Individual Female,WELSH CORGI CARDIGA,BLACK/TAN,ANGEL,15120,2018,2/14/2018 15:15
Dog Individual Neutered Male,DACHSHUND,RED,LOKI,15120,2018,2/14/2018 15:15
Dog Individual Neutered Male,BEAGLE MIX,WHITE/BLACK/BROWN,SNOOP,15120,2018,2/14/2018 15:15
Dog Senior Citizen or Disability Neutered Male,BERNESE MTN DOG,BLACK/BROWN,APOLLO,15147,2018,2/14/2018 15:15
Dog Individual Spayed Female,LABRADOR RETRIEVER,WHITE/BLACK,ROXY,15120,2018,2/14/2018 15:15
Dog Individual Spayed Female,MIXED,WHITE/BLACK,JESSIE,15236,2018,2/14/2018 15:15
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,BLACK,DAKOTA,15215,2018,2/14/2018 15:15
Dog Senior Citizen or Disability Spayed Female,LAB MIX,BROWN,CINNAMON,15215,2018,2/14/2018 15:15
Dog Individual Neutered Male,LABRADOR RETRIEVER,YELLOW,MOSES,15102,2018,2/14/2018 15:15
Dog Individual Male,BOXER,FAWN,BEAUE,15108,2018,2/14/2018 15:15
Dog Individual Neutered Male,LABRADOR RETRIEVER,BROWN,SEAMUS,15243,2018,2/14/2018 16:22
Dog Individual License Duplicate,MIXED,SPOTTED,LOUIE,15243,2018,2/14/2018 15:03
Dog Individual Female,MIXED,BLACK,ROCKY,15018,2018,2/14/2018 15:16
Dog Individual Neutered Male,GER SHEPHERD,BLACK/CREAM,RINTY,15122,2018,2/14/2018 15:35
Dog Individual Neutered Male,AM PIT BULL TERRIER,BLUE,TONE,15122,2018,2/14/2018 15:35
Dog Individual Neutered Male,MIXED,GOLD,LOUIE,15122,2018,2/14/2018 16:22
Dog Individual Spayed Female,MIXED,WHITE/BROWN,REACE,15122,2018,2/14/2018 16:22
Dog Individual Neutered Male,LAB MIX,BLACK,TEDDY METOSKY,15238,2018,2/14/2018 16:22
Dog Individual Spayed Female,ROTTWEILER,BLACK/BROWN,SAGE,15227,2018,2/14/2018 16:22
Dog Individual Neutered Male,GER SHORTHAIR POINT,WHITE/BROWN,PARKER,15049,2018,2/14/2018 16:22
Dog Individual Neutered Male,MIXED,WHITE,MICKEY,15238,2018,2/14/2018 16:22
Dog Individual Female,ENG SPRINGER SPANIE,BROWN,MAZY,15143,2018,2/14/2018 16:22
Dog Individual Spayed Female,ENG SPRINGER SPANIE,BROWN,MAZY,15143,2018,2/14/2018 16:22
Dog Individual Spayed Female,ROTTWEILER,BLACK/BROWN,LEAH,15116,2018,2/14/2018 16:22
Dog Senior Citizen or Disability Spayed Female,GOLDEN RETRIEVER,GOLD,LONDON,15237,2018,2/14/2018 16:22
Dog Individual Spayed Female,JACK RUSSEL TERRIER,WHITE,SCRUFFY,15220,2018,2/14/2018 16:22
Dog Senior Citizen or Disability Neutered Male,TAG,BLACK,LIGHTNING,15202,2018,2/15/2018 8:06
Dog Individual Female,GER SHEPHERD,BLACK/BROWN/TAN,MISTY,15202,2018,2/15/2018 8:06
Dog Individual Neutered Male,WELSH CORGI PEMBROK,WHITE/BROWN,EIN,15202,2018,2/15/2018 8:06
Dog Individual Female,ST BERNARD,SPOTTED,IZZY,15106,2018,2/15/2018 8:43
Dog Senior Citizen or Disability Neutered Male,COLLIE MIX,SPOTTED,ACE,15139,2018,2/15/2018 9:24
Dog Senior Citizen or Disability Spayed Female,FRENCH BULLDOG,FAWN,QUINCIE,15142,2018,2/15/2018 9:24
Dog Individual Spayed Female,GOLDEN RETRIEVER,RED,MADDIE,15136,2018,2/15/2018 9:56
Dog Individual Neutered Male,BEAGLE MIX,BRINDLE,NOLAN,15237,2018,2/15/2018 10:30
Dog Senior Citizen or Disability Neutered Male,AM PIT BULL TERRIER,BRINDLE,BUSTER,15120,2018,2/15/2018 11:16
Dog Individual Male,SCHNAUZER MIN,BLACK/SILVER,TUCKER,15088,2018,2/15/2018 11:43
Dog Individual Female,SCHNAUZER MIN,BLACK/SILVER,DIAMOND,15088,2018,2/15/2018 11:43
Dog Individual Male,AM PIT BULL TERRIER,BRINDLE,LUK,15132,2018,2/15/2018 11:52
Dog Individual Male,MIXED,BROWN,SHAYDE,15132,2018,2/15/2018 11:52
Dog Individual Neutered Male,DOGUE DE BORDEAUX,BRINDLE,MAXIMUS,15122,2018,2/15/2018 12:00
Dog Individual Spayed Female,ROTTWEILER,BLACK/BROWN,AZARAH,15084,2018,2/15/2018 15:12
Dog Individual Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN,FUZZY,15108,2018,2/15/2018 15:12
Dog Individual Spayed Female,TAG,WHITE,LILLY,15243,2018,2/16/2018 8:45
Dog Individual Neutered Male,LAB MIX,BLACK,JACK,15236,2018,2/16/2018 8:45
Dog Individual Neutered Male,GER SHEPHERD,SABLE,NANKO,15237,2018,2/16/2018 8:45
Dog Individual Neutered Male,ITALIAN GREYHOUND,WHITE/GREY,DANTE,15104,2018,2/16/2018 8:45
Dog Individual Spayed Female,COLLIE MIX,BLACK,HERSHEY,15146,2018,2/16/2018 8:45
Dog Individual Neutered Male,MIXED,WHITE/BLACK,LUIGI,15239,2018,2/16/2018 8:45
Dog Individual Neutered Male,LAB MIX,BRINDLE,ROCCO,15239,2018,2/16/2018 8:45
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,JACK SCHAMING,15236,2018,2/16/2018 8:45
Dog Individual Spayed Female,LAB MIX,BLACK,JETTA,15225,2018,2/15/2018 15:47
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,MIDNIGHT,15202,2018,2/15/2018 15:47
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,BONES,15202,2018,2/15/2018 15:47
Dog Individual Neutered Male,MIXED,BROWN,GUNNER,15202,2018,2/15/2018 15:47
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,RECON,15202,2018,2/15/2018 15:47
Dog Individual Neutered Male,FOX TERRIER TOY,WHITE/BLACK,SCAMPER,15146,2018,2/15/2018 15:47
Dog Individual Spayed Female,PARSON RUSSELL TERR,BROWN,ZOEY GAVLIK,15146,2018,2/15/2018 15:47
Dog Individual Spayed Female,DACHSHUND MIX,BLACK/BROWN,SYDNEY,15146,2018,2/15/2018 15:47
Dog Individual Male,LABRADOR RETRIEVER,YELLOW,titan,15146,2018,
Dog Individual Female,MIXED,BRINDLE,BELLA,15122,2018,2/15/2018 15:47
Dog Individual Female,AM PIT BULL TERRIER,GREY,MYAH,15122,2018,2/15/2018 15:47
Dog Individual Female,MIXED,WHITE/BLACK,MOXY,15122,2018,2/15/2018 15:47
Dog Individual Male,BEAGLE,TRI-COLOR,DUKE,15236,2018,2/16/2018 9:05
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,MR.,15147,2018,2/15/2018 15:47
Dog Individual Neutered Male,COLLIE,BLACK,KARL,15146,2018,2/15/2018 15:47
Dog Individual Female,BEAGLE MIX,SPOTTED,SHELBY,15332,2018,2/16/2018 9:05
Dog Individual Spayed Female,CHIHUAHUA,BROWN,NENA,15227,2018,2/16/2018 8:45
Dog Individual Spayed Female,BEAGLE MIX,SPOTTED,SHELBY,15332,2018,2/16/2018 9:05
Dog Senior Citizen or Disability Male,BOXER,BRINDLE,MAX A MOOSE,15239,2018,2/15/2018 15:47
Dog Individual Spayed Female,YORKSHIRE TERRIER,BROWN,REBECCA,15202,2018,2/16/2018 9:06
Dog Individual Neutered Male,LABRADOR RETRIEVER,CHOCOLATE,DIESEL,15049,2018,2/15/2018 15:47
Dog Individual Spayed Female,BOSTON TERRIER,BLACK WITH WHITE,STELLA,15108,2018,2/16/2018 9:06
Dog Individual Male,AM ESKIMO DOG,WHITE,SNOWBALL,15239,2018,2/15/2018 15:47
Dog Senior Citizen or Disability Male,PUG,BLACK,MIKEY,15108,2018,2/16/2018 9:06
Dog Senior Citizen or Disability Neutered Male,COCKAPOO,WHITE/BEIGE,SAMMY,15234,2018,2/15/2018 15:47
Dog Individual Neutered Male,BOXER MIX,BROWN,CHEWIE,15108,2018,2/15/2018 15:47
Dog Individual Neutered Male,AKITA,WHITE/BLACK,GAGE,15106,2018,2/16/2018 9:06
Dog Individual Neutered Male,BEAGLE MIX,TRI-COLOR,CHIP,15017,2018,2/16/2018 9:06
Dog Individual Spayed Female,GER SHEPHERD MIX,BRINDLE,NALA,15108,2018,2/16/2018 9:06
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,ISABELLA,15108,2018,2/16/2018 9:06
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,BELLA JEAN,15108,2018,2/16/2018 9:06
Dog Individual Male,LABRADOR RETRIEVER,BLACK,CHESNEY,15108,2018,2/16/2018 9:06
Dog Individual Neutered Male,YORKSHIRE TERRIER,BLACK/TAN,SAM,15235,2018,2/15/2018 15:47
Dog Individual Female,BERNESE MTN DOG,WHITE/BLACK/BROWN,JUNO,15237,2018,2/16/2018 9:06
Dog Individual Neutered Male,YORKSHIRE TERRIER,FAWN,BEN,15235,2018,2/15/2018 15:47
Dog Individual Spayed Female,BOXER,BRINDLE,LAILA,15241,2018,2/16/2018 9:06
Dog Individual Male,BISHON FRISE MIX,TRI-COLOR,QUINN,15237,2018,2/15/2018 15:47
Dog Individual Spayed Female,MALTI-POO,WHITE,SOFIA,15237,2018,2/15/2018 15:47
Dog Individual Spayed Female,MALTI-POO,WHITE,MIA,15237,2018,2/15/2018 15:47
Dog Individual Male,POODLE STANDARD,APRICOT,VINNIE,15218,2018,2/16/2018 9:06
Dog Individual Spayed Female,AM PITT BULL MIX,WHITE/BRINDLE,LUCY,15108,2018,2/15/2018 15:47
Dog Individual Spayed Female,BOXER MIX,BROWN,EEVEE,15215,2018,2/16/2018 9:06
Dog Individual Spayed Female,YORKSHIRE TERRIER,TAN,TESSA,15234,2018,2/15/2018 15:47
Dog Senior Citizen or Disability Neutered Male,PUG,BLACK/FAWN,CODY,15137,2018,2/16/2018 8:45
Dog Senior Citizen or Disability Male,GER SHORTHAIR POINT,OTHER,TIRPITZ,15037,2018,2/15/2018 15:47
Dog Senior Citizen or Disability Spayed Female,GREAT DANE,BLACK,JASMINE,15137,2018,2/16/2018 8:45
Dog Senior Citizen or Disability Duplicate,WELSH CORGI PEMBROK,RED,DIVA,15106,2018,2/16/2018 9:06
Dog Individual Male,NORW ELKHOUND,BLACK/SILVER,PEPPER,15120,2018,2/15/2018 14:45
Dog Individual Female,BORD COLLIE,WHITE/BROWN,SIENNA,15216,2018,2/16/2018 9:06
Dog Individual Male,POMERANIAN,BLACK/TAN,J.R.,15122,2018,2/15/2018 14:45
Dog Individual Female,AM PITT BULL MIX,WHITE,MOLLY,15215,2018,2/16/2018 9:06
Dog Individual Female,TAG,BRINDLE,ZIVA,15215,2018,2/16/2018 9:06
Dog Individual Male,GREAT DANE,SPOTTED,ZEUS,15215,2018,2/16/2018 9:06
Dog Individual Male,AM BULLDOG,BRINDLE,LOKI,15215,2018,2/16/2018 9:06
Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,LEXI,15102,2018,2/16/2018 9:06
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,BUDDY,15102,2018,2/16/2018 9:06
Dog Individual Neutered Male,GREYHOUND,BRINDLE,RYDER,15235,2018,2/16/2018 8:45
Dog Individual Spayed Female,AM PIT BULL TERRIER,WHITE/BLUE,LUNDEN,15235,2018,2/16/2018 8:45
Dog Individual Spayed Female,BULL TERRIER,WHITE/BRINDLE,JELLY BEAN,15235,2018,2/16/2018 8:45
Dog Individual Neutered Male,NEWFOUNDLAND,WHITE/BLACK,HUDDY,15235,2018,2/16/2018 8:45
Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BLACK/BROWN,BAILEY,15221,2018,2/16/2018 8:45
Dog Individual Spayed Female,BEAGLE MIX,BLACK/BROWN,BUTTERBEAN,15235,2018,2/16/2018 8:45
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,KADIE MAE,15205,2018,2/16/2018 8:45
Dog Individual Spayed Female,LAB MIX,TAN,ABBY,15205,2018,2/16/2018 8:45
